R_version	name	version	date_time	hash	binary_location	status
4.2.3	devtools	2.4.5	2023-04-16T23:51:19Z	a5ad572c5e906b1c4031442b758c46b3	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/devtools/2.4.5/a5ad572c5e906b1c4031442b758c46b3/devtools	available
4.2.3	diffobj	0.3.5	2023-04-16T23:51:21Z	c51da0c034710e6fd82f8b97a4cbb37c	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/diffobj/0.3.5/c51da0c034710e6fd82f8b97a4cbb37c/diffobj	available
4.2.3	digest	0.6.31	2023-04-16T23:51:22Z	f0f0f05d2dcddd839c35af49f7488f11	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/digest/0.6.31/f0f0f05d2dcddd839c35af49f7488f11/digest	available
4.2.3	downlit	0.4.2	2023-04-16T23:51:23Z	53e46be83a22c29d476ffc762fcc7338	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/downlit/0.4.2/53e46be83a22c29d476ffc762fcc7338/downlit	available
4.2.3	dplyr	1.1.1	2023-04-16T23:51:25Z	8c338e83c42ae20e736fd063881298b6	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/dplyr/1.1.1/8c338e83c42ae20e736fd063881298b6/dplyr	active
4.2.3	dtplyr	1.3.1	2023-05-10T00:21:33Z	6654f978731047033cd0e85ad9358ebd	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/dtplyr/1.3.1/6654f978731047033cd0e85ad9358ebd/dtplyr	available
4.2.3	ellipsis	0.3.2	2023-04-16T23:51:26Z	65d1b2c271732ccc828ae12e5aa3e289	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/ellipsis/0.3.2/65d1b2c271732ccc828ae12e5aa3e289/ellipsis	available
4.2.3	evaluate	0.20	2023-04-16T23:51:27Z	244d162872db5e9a135e993195c3d4b1	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/evaluate/0.20/244d162872db5e9a135e993195c3d4b1/evaluate	available
4.2.3	fansi	1.0.4	2023-04-16T23:51:28Z	5b212ec13189375f011b1436f6c9e57c	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/fansi/1.0.4/5b212ec13189375f011b1436f6c9e57c/fansi	available
4.2.3	farver	2.1.1	2023-05-10T00:21:34Z	65351b3f11b7e61d7a5d96ac18029f51	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/farver/2.1.1/65351b3f11b7e61d7a5d96ac18029f51/farver	available
4.2.3	fastmap	1.1.1	2023-04-16T23:51:28Z	8ff1dc33180924fe6609021364b41efe	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/fastmap/1.1.1/8ff1dc33180924fe6609021364b41efe/fastmap	available
4.2.3	filelock	1.0.2	2023-04-16T23:51:29Z	fead095e871a803c204102a870b8619a	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/filelock/1.0.2/fead095e871a803c204102a870b8619a/filelock	available
4.2.3	fontawesome	0.5.0	2023-04-16T23:51:30Z	5a3007e59e1d887a77bc7764170422be	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/fontawesome/0.5.0/5a3007e59e1d887a77bc7764170422be/fontawesome	available
4.2.3	forcats	1.0.0	2023-05-10T00:21:35Z	4dafb4df18707cfacc8a60de5c9b4992	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/forcats/1.0.0/4dafb4df18707cfacc8a60de5c9b4992/forcats	available
4.2.3	foreign	0.8.84	2023-04-16T23:51:32Z	169c9d4729b05bb06fe7fd40d26d6f06	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/foreign/0.8-84/169c9d4729b05bb06fe7fd40d26d6f06/foreign	available
4.2.3	fs	1.6.1	2023-04-16T23:51:34Z	62264cc62a042718e53a059bf7c4e969	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/fs/1.6.1/62264cc62a042718e53a059bf7c4e969/fs	active
4.2.3	gargle	1.4.0	2023-05-10T00:21:37Z	f4d1857ee10beda84998193c372ff9a3	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/gargle/1.4.0/f4d1857ee10beda84998193c372ff9a3/gargle	available
4.2.3	generics	0.1.3	2023-04-16T23:51:35Z	d3040dee7fe54f741e15f73c07663d78	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/generics/0.1.3/d3040dee7fe54f741e15f73c07663d78/generics	available
4.2.3	gert	1.9.2	2023-04-16T23:51:36Z	b5f61d2479034da0b00b278fc9b59fbe	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/gert/1.9.2/b5f61d2479034da0b00b278fc9b59fbe/gert	active
4.2.3	ggplot2	3.4.2	2023-05-10T00:21:40Z	a4c0b6dc75f1e368764431792fdff834	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/ggplot2/3.4.2/a4c0b6dc75f1e368764431792fdff834/ggplot2	available
4.2.3	gh	1.4.0	2023-04-16T23:51:37Z	799d2fc5258c37abfd23f89bb3ad1483	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/gh/1.4.0/799d2fc5258c37abfd23f89bb3ad1483/gh	available
4.2.3	gitcreds	0.1.2	2023-04-16T23:51:38Z	22ed8b83d53da7ffe9a430f4fee82f9b	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/gitcreds/0.1.2/22ed8b83d53da7ffe9a430f4fee82f9b/gitcreds	available
4.2.3	glue	1.6.2	2023-04-16T23:51:39Z	418af4ee9b1d63b1fafe9e0929485d91	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/glue/1.6.2/418af4ee9b1d63b1fafe9e0929485d91/glue	available
4.2.3	googledrive	2.1.0	2023-05-10T00:21:42Z	912054fdbe45b864d718c506aa987102	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/googledrive/2.1.0/912054fdbe45b864d718c506aa987102/googledrive	available
4.2.3	googlesheets4	1.1.0	2023-05-10T00:21:43Z	6d28196c928cd2d12cd69f7213866804	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/googlesheets4/1.1.0/6d28196c928cd2d12cd69f7213866804/googlesheets4	available
4.2.3	graphics	4.2.3	2023-04-16T23:51:40Z	8db21d29cb47df1219311ca277031436	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/graphics/4.2.3/8db21d29cb47df1219311ca277031436/graphics	base
4.2.3	grDevices	4.2.3	2023-04-16T23:51:43Z	f9004972d17075be68fe3109867afb60	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/grDevices/4.2.3/f9004972d17075be68fe3109867afb60/grDevices	base
4.2.3	grid	4.2.3	2023-04-16T23:51:45Z	c3e0cf0b5aeeb1c1972ee86f54d50a75	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/grid/4.2.3/c3e0cf0b5aeeb1c1972ee86f54d50a75/grid	base
4.2.3	gtable	0.3.3	2023-05-10T00:21:45Z	ad3fa2b8cd9357ec093311a8a7b8147a	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/gtable/0.3.3/ad3fa2b8cd9357ec093311a8a7b8147a/gtable	available
4.2.3	haven	2.5.2	2023-05-10T00:21:46Z	b7c823f6b4f8dae1a75ed89b13b9a73e	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/haven/2.5.2/b7c823f6b4f8dae1a75ed89b13b9a73e/haven	available
4.2.3	highr	0.10	2023-04-16T23:51:46Z	6f1accd9e56e85aa3cbde5be8c728a85	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/highr/0.10/6f1accd9e56e85aa3cbde5be8c728a85/highr	available
4.2.3	hms	1.1.3	2023-04-16T23:51:47Z	7f7ae9b184e33a7ae6312c7ced3ed3cc	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/hms/1.1.3/7f7ae9b184e33a7ae6312c7ced3ed3cc/hms	available
4.2.3	htmltools	0.5.5	2023-04-16T23:51:48Z	c2a82dee53e67f5f12e273d10f55b313	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/htmltools/0.5.5/c2a82dee53e67f5f12e273d10f55b313/htmltools	available
4.2.3	htmlwidgets	1.6.2	2023-04-16T23:51:50Z	b231934db51c7feaf26bc362de55b1bc	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/htmlwidgets/1.6.2/b231934db51c7feaf26bc362de55b1bc/htmlwidgets	available
4.2.3	httpuv	1.6.9	2023-04-16T23:51:51Z	20b0773f1b7fb3614531caf59e5c455f	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/httpuv/1.6.9/20b0773f1b7fb3614531caf59e5c455f/httpuv	available
4.2.3	httr	1.4.5	2023-04-16T23:51:53Z	ab5b55ad83ad0dd5685fd6c1e04e85ae	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/httr/1.4.5/ab5b55ad83ad0dd5685fd6c1e04e85ae/httr	available
4.2.3	httr2	0.2.2	2023-04-16T23:51:54Z	b5a3c092f9537c9da262b371eebe076d	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/httr2/0.2.2/b5a3c092f9537c9da262b371eebe076d/httr2	available
4.2.3	ids	1.0.1	2023-05-10T00:21:48Z	4645be6c2dd6b491d174f54560d808e7	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/ids/1.0.1/4645be6c2dd6b491d174f54560d808e7/ids	available
4.2.3	ini	0.3.1	2023-04-16T23:51:55Z	93d10e4e153a962d60147eaa50ba4692	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/ini/0.3.1/93d10e4e153a962d60147eaa50ba4692/ini	available
4.2.3	isoband	0.2.7	2023-05-10T00:21:50Z	db9f7430d86868e7cef61d21bb6948b6	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/isoband/0.2.7/db9f7430d86868e7cef61d21bb6948b6/isoband	available
4.2.3	jquerylib	0.1.4	2023-04-16T23:51:58Z	5a7b02ea306f30e951bed26ae21f8d69	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/jquerylib/0.1.4/5a7b02ea306f30e951bed26ae21f8d69/jquerylib	available
4.2.3	jsonlite	1.8.4	2023-04-16T23:52:00Z	59c949770714f4436769b4a0a7b6d9b6	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/jsonlite/1.8.4/59c949770714f4436769b4a0a7b6d9b6/jsonlite	available
4.2.3	KernSmooth	2.23.20	2023-04-16T23:52:01Z	b0a3c7f710cb71c02a3ebe6b270b3c14	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/KernSmooth/2.23-20/b0a3c7f710cb71c02a3ebe6b270b3c14/KernSmooth	available
4.2.3	knitr	1.42	2023-04-16T23:52:06Z	cb5a836487101e564b05227e2acd50b9	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/knitr/1.42/cb5a836487101e564b05227e2acd50b9/knitr	available
4.2.3	labeling	0.4.2	2023-05-10T00:21:51Z	099758a557deb0b14f3e37334653746a	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/labeling/0.4.2/099758a557deb0b14f3e37334653746a/labeling	available
4.2.3	later	1.3.0	2023-04-16T23:52:10Z	2247f2ab6e4e9581657acbd2fbabee8a	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/later/1.3.0/2247f2ab6e4e9581657acbd2fbabee8a/later	available
4.2.3	lattice	0.20.45	2023-04-16T23:52:11Z	6cd512cb53af82a46e9d8d4594b63a59	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/lattice/0.20-45/6cd512cb53af82a46e9d8d4594b63a59/lattice	available
4.2.3	lazyData	1.1.0	2023-04-16T23:52:13Z	7e6460b092932315b7396cdabe061626	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/lazyData/1.1.0/7e6460b092932315b7396cdabe061626/lazyData	available
4.2.3	lifecycle	1.0.3	2023-04-16T23:52:14Z	fa6814136ba13741bcb575b50c10651f	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/lifecycle/1.0.3/fa6814136ba13741bcb575b50c10651f/lifecycle	available
4.2.3	lubridate	1.9.2	2023-05-10T00:21:52Z	a551a01263221ca666612f382875e0d8	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/lubridate/1.9.2/a551a01263221ca666612f382875e0d8/lubridate	available
4.2.3	magrittr	2.0.3	2023-04-16T23:52:16Z	fe640d204761ae2dcea4312c73d5db00	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/magrittr/2.0.3/fe640d204761ae2dcea4312c73d5db00/magrittr	available
4.2.3	MASS	7.3.58.2	2023-04-16T23:52:18Z	d13666d09451a46997b0ce0ad3a0b1ae	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/MASS/7.3-58.2/d13666d09451a46997b0ce0ad3a0b1ae/MASS	available
4.2.3	Matrix	1.5.3	2023-04-16T23:52:22Z	58bab15d1aa6b5a929adf4c403feee50	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/Matrix/1.5-3/58bab15d1aa6b5a929adf4c403feee50/Matrix	available
4.2.3	memoise	2.0.1	2023-04-16T23:52:25Z	fe6fb141fa1769ff922abfaf62552165	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/memoise/2.0.1/fe6fb141fa1769ff922abfaf62552165/memoise	available
4.2.3	methods	4.2.3	2023-04-16T23:52:26Z	545368235dd6d78148fce8860dfe387e	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/methods/4.2.3/545368235dd6d78148fce8860dfe387e/methods	base
4.2.3	mgcv	1.8.42	2023-04-16T23:52:28Z	cd8ce8d43d6aedfc6787e3a85f7c5197	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/mgcv/1.8-42/cd8ce8d43d6aedfc6787e3a85f7c5197/mgcv	available
4.2.3	mime	0.12	2023-04-16T23:52:29Z	c418ab06512fc0effe2216ce1abb1e65	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/mime/0.12/c418ab06512fc0effe2216ce1abb1e65/mime	available
4.2.3	miniUI	0.1.1.1	2023-04-16T23:52:30Z	216a49d593e44943815b8f979e3f40ef	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/miniUI/0.1.1.1/216a49d593e44943815b8f979e3f40ef/miniUI	available
4.2.3	modelr	0.1.11	2023-05-10T00:21:53Z	35cf289552a770ef2c3a810fe46fcc65	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/modelr/0.1.11/35cf289552a770ef2c3a810fe46fcc65/modelr	available
4.2.3	munsell	0.5.0	2023-05-10T00:21:54Z	045f5d6adc315659d977e98cfb88f8c2	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/munsell/0.5.0/045f5d6adc315659d977e98cfb88f8c2/munsell	available
4.2.3	nlme	3.1.162	2023-04-16T23:52:32Z	29adcd8848ccc3638666f83e255ca73c	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/nlme/3.1-162/29adcd8848ccc3638666f83e255ca73c/nlme	available
4.2.3	nnet	7.3.18	2023-04-16T23:52:34Z	b29cceabce5680947701f70a9384b736	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/nnet/7.3-18/b29cceabce5680947701f70a9384b736/nnet	available
4.2.3	openssl	2.0.6	2023-04-16T23:52:38Z	f933399ceea6cd7aa03a730b15d2df4f	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/openssl/2.0.6/f933399ceea6cd7aa03a730b15d2df4f/openssl	available
4.2.3	pak	0.4.0	2023-04-16T23:52:56Z	d736ba56dfe00db145ce41334942dd33	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/pak/0.4.0/d736ba56dfe00db145ce41334942dd33/pak	available
4.2.3	parallel	4.2.3	2023-04-16T23:53:09Z	97b97cc0aff2f44901f6721f4eb64dc2	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/parallel/4.2.3/97b97cc0aff2f44901f6721f4eb64dc2/parallel	base
4.2.3	pillar	1.9.0	2023-04-16T23:53:12Z	5a48cc29a863252c773e865eca93d6d6	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/pillar/1.9.0/5a48cc29a863252c773e865eca93d6d6/pillar	available
4.2.3	pkgbuild	1.4.0	2023-04-16T23:53:13Z	054d55f49991cad0c662a588c62ddc0f	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/pkgbuild/1.4.0/054d55f49991cad0c662a588c62ddc0f/pkgbuild	available
4.2.3	pkgcache	2.0.4	2023-04-16T23:53:14Z	14f9554db2c98761b5c3bdd5bc9ee889	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/pkgcache/2.0.4/14f9554db2c98761b5c3bdd5bc9ee889/pkgcache	available
4.2.3	pkgconfig	2.0.3	2023-04-16T23:53:15Z	2c7521fa6abb91f6f1d1130ae8856dc3	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/pkgconfig/2.0.3/2c7521fa6abb91f6f1d1130ae8856dc3/pkgconfig	available
4.2.3	pkgdown	2.0.7	2023-04-16T23:53:19Z	5ccf26cdd1de692a47777cc744939af4	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/pkgdown/2.0.7/5ccf26cdd1de692a47777cc744939af4/pkgdown	available
4.2.3	pkgload	1.3.2	2023-04-16T23:53:21Z	162926a7f955a274a8060d5f8fc9c0ef	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/pkgload/1.3.2/162926a7f955a274a8060d5f8fc9c0ef/pkgload	available
4.2.3	praise	1.0.0	2023-04-16T23:53:22Z	88a9fbed961edb1f1b08be6cf85e390f	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/praise/1.0.0/88a9fbed961edb1f1b08be6cf85e390f/praise	available
4.2.3	prettyunits	1.1.1	2023-04-16T23:53:23Z	484326af54e9991bceb9fcc890f33b0a	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/prettyunits/1.1.1/484326af54e9991bceb9fcc890f33b0a/prettyunits	available
4.2.3	processx	3.8.0	2023-04-16T23:53:24Z	664c024ffc846c540b667f0f8bb983d8	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/processx/3.8.0/664c024ffc846c540b667f0f8bb983d8/processx	available
4.2.3	profvis	0.3.7	2023-04-16T23:53:26Z	765c6db88f2536bbc5e68512548e99d2	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/profvis/0.3.7/765c6db88f2536bbc5e68512548e99d2/profvis	available
4.2.3	progress	1.2.2	2023-04-16T23:53:27Z	c1163e1f8d3237e0b708994cbe3c3ae8	C:/Users/klim03/Documents/DS_2023/r_4_2_cache/library/progress/1.2.2/c1163e1f8d3237e0b708994cbe3c3ae8/progress	available
